experience,cost_centre,in_probation,preventables_year,incidents_year,number_incidents,number_preventables,number_non_recordables,number_non_preventables,total_hours_last3yr,last_preventable_date,incidents_1957
>60 Months,HTC,N,0.63,0.94,3,2,NA,1,6223.99,2017-12-05T00:00:00Z,5871
>60 Months,HTC,N,0.33,1.95,6,1,NA,5,6006.26,2017-07-13T00:00:00Z,11742
>60 Months,HTC,N,0,0.81,2,NA,NA,1,4842.73,NA,3914
>60 Months,HTC,N,0,0.66,2,NA,NA,1,5907.39,NA,3914
>60 Months,HTC,N,0.75,1.5,4,2,NA,2,5206.54,2018-11-10T00:00:00Z,7828
>60 Months,HTC,N,0.48,1.91,4,1,NA,3,4092.14,2019-09-23T00:00:00Z,7828
>60 Months,HTC,N,0.37,1.46,4,1,1,1,5357.78,2019-12-04T00:00:00Z,7828
>18 & <60 Months,HTC,N,0,2.67,8,NA,1,6,5869.37,NA,15656
>18 & <60 Months,HTC,N,1.02,1.02,3,3,NA,NA,5771.6,2019-04-23T00:00:00Z,5871
>18 & <60 Months,HTC,N,0.36,1.07,3,1,NA,2,5470.08,2017-01-02T00:00:00Z,5871
>18 & <60 Months,HTC,N,0,2.47,7,NA,NA,4,5537.48,NA,13699
>18 & <60 Months,HTC,N,0,4.09,2,NA,NA,1,956.39,NA,3914
>18 & <60 Months,HTC,N,1.78,3.92,11,5,NA,5,5489.74,2020-01-29T00:00:00Z,21527
>18 & <60 Months,HTC,N,0.7,2.81,8,2,1,3,5579.08,2019-08-01T00:00:00Z,15656
>18 & <60 Months,HTC,N,0.26,1.31,5,1,NA,4,7458.24,2017-03-23T00:00:00Z,9785
>18 & <60 Months,HTC,N,0.74,1.84,5,2,1,2,5306.73,2020-02-26T00:00:00Z,9785
>18 & <60 Months,HTC,N,1.02,3.05,9,3,NA,4,5779.98,2018-10-20T00:00:00Z,17613
>18 & <60 Months,HTC,N,0,1.76,5,NA,NA,5,5559.74,NA,9785
>18 & <60 Months,HTC,N,0.36,1.43,4,1,NA,2,5470.65,2018-05-17T00:00:00Z,7828
>18 & <60 Months,HTC,N,0,3.06,10,NA,1,7,6392.74,NA,19570
>18 & <60 Months,HTC,N,0,1.36,4,NA,NA,2,5771.09,NA,7828
>18 & <60 Months,HTC,N,1.14,3.05,8,3,NA,5,5138.16,2019-09-25T00:00:00Z,15656
>18 & <60 Months,HTC,N,0,1.78,5,NA,NA,3,5495.07,NA,9785
>18 & <60 Months,HTC,N,0.48,3.34,7,1,NA,5,4105.35,2017-03-23T00:00:00Z,13699
>18 & <60 Months,HTC,N,0.34,2.4,7,1,NA,4,5716.27,2018-06-10T00:00:00Z,13699
>18 & <60 Months,HTC,N,1.48,2.96,6,3,NA,1,3966.82,2019-06-19T00:00:00Z,11742
>18 & <60 Months,HTC,N,0,2.76,8,NA,NA,7,5677.93,NA,15656
>18 & <60 Months,HTC,N,0,0.99,2,NA,NA,NA,3937.34,NA,3914
>18 & <60 Months,HTC,N,0.66,4.31,13,2,2,7,5901.77,2020-01-20T00:00:00Z,25441
>18 & <60 Months,HTC,N,0.37,1.47,4,1,NA,2,5319.4,2017-03-05T00:00:00Z,7828
>18 & <60 Months,HTC,N,0,1.22,3,NA,NA,2,4811.46,NA,5871
>18 & <60 Months,HTC,N,0,3.67,11,NA,NA,7,5859.42,NA,21527
>18 & <60 Months,HTC,N,0,0.97,3,NA,NA,2,6081.43,NA,5871
>18 & <60 Months,HTC,N,0.31,1.54,5,1,NA,3,6353.98,2019-11-27T00:00:00Z,9785
>18 & <60 Months,HTC,N,1.14,4.17,11,3,NA,3,5157.75,2019-09-26T00:00:00Z,21527
>18 & <60 Months,HTC,N,1,2.34,7,3,NA,2,5857.91,2020-01-22T00:00:00Z,13699
>18 & <60 Months,HTC,N,0,1.82,5,NA,NA,5,5365.62,NA,9785
>18 & <60 Months,HTC,N,0,3.79,9,NA,NA,7,4648.74,NA,17613
>18 & <60 Months,HTC,N,0.3,0.6,2,1,NA,1,6562.5,2017-04-03T00:00:00Z,3914
>18 & <60 Months,HTC,N,1.9,2.28,6,5,NA,1,5160.26,2019-05-03T00:00:00Z,11742
>18 & <60 Months,HTC,N,0,0.46,1,NA,NA,1,4221,NA,1957
>18 & <60 Months,HTC,N,1.25,2.5,8,4,NA,3,6274.46,2019-11-07T00:00:00Z,15656
>18 & <60 Months,HTC,N,0,0.68,2,NA,NA,2,5715.06,NA,3914
>18 & <60 Months,HTC,N,0.33,2.63,8,1,NA,6,5958.52,2018-08-31T00:00:00Z,15656
>18 & <60 Months,HTC,N,0,4.77,15,NA,1,13,6154.64,NA,29355
>18 & <60 Months,HTC,N,0.7,1.39,4,2,NA,1,5615.45,2017-07-23T00:00:00Z,7828
>18 & <60 Months,HTC,N,0,1.79,4,NA,NA,4,4365.09,NA,7828
>18 & <60 Months,HTC,N,0,1.44,4,NA,NA,3,5427.75,NA,7828
>18 & <60 Months,HTC,N,0,0.93,2,NA,NA,2,4229.03,NA,3914
>18 & <60 Months,HTC,N,1.69,5.08,15,5,1,5,5781.26,2018-08-19T00:00:00Z,29355
>18 & <60 Months,HTC,N,0.39,1.57,4,1,NA,2,4978.37,2018-04-15T00:00:00Z,7828
>18 & <60 Months,HTC,N,0,3.2,8,NA,NA,4,4888.39,NA,15656
>18 & <60 Months,HTC,N,0,1.15,3,NA,NA,1,5117.33,NA,5871
>18 & <60 Months,HTC,N,0.37,0.74,2,1,NA,NA,5281.46,2017-08-21T00:00:00Z,3914
>18 & <60 Months,HTC,N,0.44,1.77,4,1,NA,3,4417.18,2018-01-06T00:00:00Z,7828
>18 & <60 Months,HTC,N,1.3,3.46,8,3,1,3,4530.81,2020-01-07T00:00:00Z,15656
>18 & <60 Months,HTC,N,0.38,2.25,6,1,NA,3,5210.31,2017-09-14T00:00:00Z,11742
>18 & <60 Months,HTC,N,0,0.96,2,NA,NA,2,4072.16,NA,3914
>18 & <60 Months,HTC,N,0.4,2.41,6,1,NA,3,4870.03,2018-05-25T00:00:00Z,11742
>18 & <60 Months,HTC,N,0.87,3.47,8,2,NA,6,4514.59,2019-08-04T00:00:00Z,15656
>18 & <60 Months,HTC,N,0.41,4.87,12,1,NA,8,4826,2019-11-09T00:00:00Z,23484
>18 & <60 Months,HTC,N,0.39,2.7,7,1,NA,5,5072.34,2017-09-18T00:00:00Z,13699
>18 & <60 Months,HTC,N,0.82,2.47,6,2,1,3,4748.2,2017-11-27T00:00:00Z,11742
>18 & <60 Months,HTC,N,0.84,4.18,10,2,NA,6,4684.56,2019-02-28T00:00:00Z,19570
>18 & <60 Months,HTC,N,0,1.19,3,NA,NA,3,4923.91,NA,5871
>18 & <60 Months,HTC,N,0.43,5.12,12,1,1,7,4588.84,2020-03-09T00:00:00Z,23484
>18 & <60 Months,HTC,N,1.24,3.71,6,2,NA,2,3162,2019-02-08T00:00:00Z,11742
>18 & <60 Months,HTC,N,1.39,8.36,18,3,NA,13,4215.48,2019-10-30T00:00:00Z,35226
>18 & <60 Months,HTC,N,0.46,3.67,8,1,NA,5,4262.15,2018-06-23T00:00:00Z,15656
>18 & <60 Months,HTC,N,0.91,3.19,7,2,NA,1,4289.51,2018-01-31T00:00:00Z,13699
>18 & <60 Months,HTC,N,1.03,3.59,7,2,NA,3,3813.81,2019-03-14T00:00:00Z,13699
>18 & <60 Months,HTC,N,0,3.11,7,NA,NA,6,4401.73,NA,13699
>18 & <60 Months,HTC,N,0,0.48,1,NA,NA,NA,4094.14,NA,1957
>18 & <60 Months,HTC,N,0.46,2.29,5,1,1,1,4280.01,2018-07-20T00:00:00Z,9785
>18 & <60 Months,HTC,N,0.49,1.94,4,1,NA,2,4032.16,2018-02-01T00:00:00Z,7828
>18 & <60 Months,HTC,N,1.59,2.65,5,3,NA,2,3690.23,2018-10-25T00:00:00Z,9785
>18 & <60 Months,HTC,N,0.53,1.58,3,1,NA,2,3718.37,2018-09-01T00:00:00Z,5871
>18 & <60 Months,HTC,N,1.49,4.46,9,3,NA,5,3952.79,2019-11-02T00:00:00Z,17613
>18 & <60 Months,HTC,N,0,0.59,1,NA,NA,1,3338.08,NA,1957
>18 & <60 Months,HTC,N,0.59,2.36,4,1,NA,1,3319.92,2019-10-25T00:00:00Z,7828
>18 & <60 Months,HTC,N,0,1.69,3,NA,NA,3,3465.96,NA,5871
>18 & <60 Months,HTC,N,0,2.52,4,NA,NA,4,3111.4,NA,7828
>18 & <60 Months,HTC,N,0,2,2,NA,NA,1,1959.97,NA,3914
>18 & <60 Months,HTC,N,0.67,1.35,2,1,1,NA,2904.89,2019-02-22T00:00:00Z,3914
>18 & <60 Months,HTC,N,0,3.19,5,NA,NA,4,3066.42,NA,9785
>18 & <60 Months,HTC,N,0.83,4.97,6,1,NA,4,2364.67,2019-07-22T00:00:00Z,11742
>18 & <60 Months,HTC,N,0,2.65,4,NA,NA,3,2952.99,NA,7828
>18 & <60 Months,HTC,N,1.42,8.55,12,2,1,8,2747.62,2019-07-27T00:00:00Z,23484
>18 & <60 Months,HTC,N,0.69,2.06,3,1,NA,2,2855.91,2019-08-13T00:00:00Z,5871
>18 & <60 Months,HTC,N,0.74,0.74,1,1,NA,NA,2651.17,2018-11-15T00:00:00Z,1957
>18 & <60 Months,HTC,N,0,0.73,1,NA,1,NA,2694.38,NA,1957
>18 & <60 Months,HTC,N,0.69,4.85,7,1,1,3,2825.44,2018-11-08T00:00:00Z,13699
>18 & <60 Months,HTC,N,0,2.9,4,NA,NA,NA,2700.93,NA,7828
>18 & <60 Months,HTC,N,0.82,9.84,12,1,2,5,2385.45,2019-08-20T00:00:00Z,23484
>18 & <60 Months,HTC,N,0,0.75,1,NA,NA,1,2624.7,NA,1957
>18 & <60 Months,HTC,N,0.78,3.1,4,1,NA,2,2522.9,2019-05-30T00:00:00Z,7828
>18 & <60 Months,HTC,N,0.81,4.07,5,1,NA,2,2402.05,2019-01-05T00:00:00Z,9785
>6 & 18 Months,HTC,N,0.85,1.7,2,1,NA,1,2305.38,2019-05-14T00:00:00Z,3914
>6 & 18 Months,HTC,N,1.59,1.59,2,2,NA,NA,2454.58,2019-11-19T00:00:00Z,3914
>6 & 18 Months,HTC,N,0,4.34,5,NA,1,2,2254.8,NA,9785
>6 & 18 Months,HTC,N,0,0.99,1,NA,NA,1,1972.94,NA,1957
>6 & 18 Months,HTC,N,0,0.87,1,NA,NA,1,2238.2,NA,1957
>6 & 18 Months,HTC,N,0.99,0.99,1,1,NA,NA,1980.47,2019-11-01T00:00:00Z,1957
>6 & 18 Months,HTC,N,1.89,4.72,5,2,NA,2,2073.49,2019-09-04T00:00:00Z,9785
>6 & 18 Months,HTC,N,0,4.2,5,NA,NA,4,2327.71,NA,9785
>6 & 18 Months,HTC,N,0.78,5.45,7,1,1,3,2513.75,2019-05-04T00:00:00Z,13699
>6 & 18 Months,HTC,N,0,0.96,1,NA,1,NA,2031.58,NA,1957
>6 & 18 Months,HTC,N,0.93,2.78,3,1,NA,1,2108.63,2019-06-29T00:00:00Z,5871
>6 & 18 Months,HTC,N,0,4.4,5,NA,1,3,2224.01,NA,9785
>6 & 18 Months,HTC,N,1.08,1.08,1,1,NA,NA,1813.22,2019-11-19T00:00:00Z,1957
>6 & 18 Months,HTC,N,1.55,3.1,2,1,NA,1,1260.88,2019-09-09T00:00:00Z,3914
>6 & 18 Months,HTC,N,1.02,1.02,1,1,NA,NA,1922.09,2019-05-03T00:00:00Z,1957
>6 & 18 Months,HTC,N,0,6.03,6,NA,NA,5,1948.84,NA,11742
>6 & 18 Months,HTC,N,1.88,2.81,3,2,NA,1,2086.74,2019-09-06T00:00:00Z,5871
>6 & 18 Months,HTC,N,1.14,3.42,3,1,1,1,1715.85,2019-04-08T00:00:00Z,5871
>6 & 18 Months,HTC,N,0.92,0.92,1,1,NA,NA,2116.14,2019-07-15T00:00:00Z,1957
>6 & 18 Months,HTC,N,0.96,0.96,1,1,NA,NA,2044.43,2019-07-27T00:00:00Z,1957
>6 & 18 Months,HTC,N,0.89,1.79,2,1,NA,1,2186.82,2019-08-19T00:00:00Z,3914
>6 & 18 Months,HTC,N,3.35,6.71,6,3,NA,3,1750.83,2019-09-29T00:00:00Z,11742
>6 & 18 Months,HTC,N,0,1,1,NA,NA,NA,1951.8,NA,1957
>6 & 18 Months,HTC,N,0,3,3,NA,NA,3,1956.65,NA,5871
>6 & 18 Months,HTC,N,1.11,5.57,5,1,NA,4,1755.26,2019-06-10T00:00:00Z,9785
>6 & 18 Months,HTC,N,0,2.17,2,NA,NA,2,1800.13,NA,3914
>6 & 18 Months,HTC,N,0,7.13,6,NA,NA,4,1647.81,NA,11742
>6 & 18 Months,HTC,N,1.13,3.4,3,1,NA,1,1724.46,2019-12-30T00:00:00Z,5871
>6 & 18 Months,HTC,N,0,1.32,1,NA,NA,1,1487.47,NA,1957
>6 & 18 Months,HTC,N,1.29,1.29,1,1,NA,NA,1518.84,2019-09-08T00:00:00Z,1957
>6 & 18 Months,HTC,N,1.23,2.47,2,1,NA,1,1586.18,2019-09-21T00:00:00Z,3914
>6 & 18 Months,HTC,N,1.25,5,4,1,NA,3,1567.15,2019-10-02T00:00:00Z,7828
>6 & 18 Months,HTC,N,2.47,4.95,4,2,NA,2,1581.96,2019-10-30T00:00:00Z,7828
>6 & 18 Months,HTC,N,2.62,3.93,3,2,NA,NA,1493.82,2019-11-21T00:00:00Z,5871
>6 & 18 Months,HTC,N,2.75,6.88,5,2,NA,3,1421.51,2019-09-30T00:00:00Z,9785
>6 & 18 Months,HTC,N,4.28,5.71,4,3,1,NA,1370.76,2020-02-14T00:00:00Z,7828
>6 & 18 Months,HTC,N,0,1.4,1,NA,NA,1,1393.9,NA,1957
>6 & 18 Months,HTC,N,1.42,7.11,5,1,NA,3,1376.84,2019-08-23T00:00:00Z,9785
>6 & 18 Months,HTC,N,3.59,7.19,4,2,1,1,1088.9,2019-09-22T00:00:00Z,7828
>6 & 18 Months,HTC,N,0,1.74,1,NA,NA,1,1123.65,NA,1957
>6 & 18 Months,HTC,N,0,1.4,1,NA,NA,NA,1398.47,NA,1957
>6 & 18 Months,HTC,N,0,3.37,2,NA,NA,2,1162.84,NA,3914
>6 & 18 Months,HTC,Y,4.43,8.86,2,1,NA,1,442.01,2019-10-19T00:00:00Z,3914
>6 & 18 Months,HTC,Y,0,4.15,2,NA,NA,2,943.05,NA,3914
>6 & 18 Months,HTC,Y,0,6.57,3,NA,NA,1,893.29,NA,5871
>6 & 18 Months,HTC,Y,0,6.94,3,NA,NA,1,845.4,NA,5871
>6 & 18 Months,HTC,Y,2.11,4.22,2,1,NA,NA,926.94,2019-11-27T00:00:00Z,3914
>6 & 18 Months,HTC,Y,0,3.88,2,NA,NA,NA,1009.88,NA,3914
>6 & 18 Months,HTC,Y,0,2.17,1,NA,NA,NA,903.05,NA,1957
>6 & 18 Months,HTC,Y,0,4.28,2,NA,NA,1,914.46,NA,3914
>6 & 18 Months,HTC,Y,0,2.28,1,NA,NA,NA,859.67,NA,1957
>6 & 18 Months,HTC,Y,2.18,6.55,3,1,NA,2,896.18,2020-03-03T00:00:00Z,5871
>6 & 18 Months,HTC,Y,2.23,2.23,1,1,NA,NA,878.91,2019-12-03T00:00:00Z,1957
>6 & 18 Months,HTC,Y,2.49,4.98,2,1,NA,1,785.62,2019-11-20T00:00:00Z,3914
>6 & 18 Months,HTC,Y,0,3.76,1,NA,NA,1,520.52,NA,1957
>6 & 18 Months,HTC,Y,0,7.69,2,NA,NA,1,508.75,NA,3914
>6 & 18 Months,HTC,Y,0,2.91,1,NA,1,NA,672.8,NA,1957
>6 & 18 Months,HTC,Y,2.7,5.4,2,1,NA,1,724.51,2019-12-04T00:00:00Z,3914
<6 Months,HTC,Y,0,5.9,2,NA,NA,2,662.95,NA,3914
<6 Months,HTC,Y,0,4.15,1,NA,NA,1,471.79,NA,1957
<6 Months,HTC,Y,4.46,13.39,3,1,NA,2,438.5,2020-02-06T00:00:00Z,5871
<6 Months,HTC,Y,4.11,4.11,1,1,NA,NA,476.1,2020-01-24T00:00:00Z,1957
<6 Months,HTC,Y,0,4.24,1,NA,NA,1,461.89,NA,1957
>60 Months,Casual Shuttle Operator,N,0,1.23,2,NA,NA,2,3182.77,NA,3914
>60 Months,Casual Shuttle Operator,N,0,2.6,1,NA,NA,1,753.14,NA,1957
>60 Months,Casual Shuttle Operator,N,0,1.17,1,NA,NA,1,1675.1,NA,1957
>60 Months,Casual Shuttle Operator,N,0.87,0.87,1,1,NA,NA,2250.62,2019-02-14T00:00:00Z,1957
>60 Months,Casual Shuttle Operator,N,0.66,2.63,4,1,1,2,2974.35,2018-09-13T00:00:00Z,7828
>60 Months,Casual Shuttle Operator,N,0,2.06,2,NA,NA,1,1899.48,NA,3914
>60 Months,Casual Shuttle Operator,N,1.78,2.67,3,2,NA,1,2202.59,2019-01-30T00:00:00Z,5871
>60 Months,Casual Shuttle Operator,N,0,1.95,2,NA,1,NA,2004.74,NA,3914
>60 Months,Casual Shuttle Operator,N,0,2.36,4,NA,NA,4,3321.56,NA,7828
>60 Months,Casual Shuttle Operator,N,0.78,0.78,1,1,NA,NA,2515.58,2017-08-10T00:00:00Z,1957
>60 Months,Casual Shuttle Operator,N,0,0.92,1,NA,NA,NA,2132.82,NA,1957
>60 Months,Casual Shuttle Operator,N,0,0.65,1,NA,NA,1,3006.44,NA,1957
>60 Months,Casual Shuttle Operator,N,2.23,3.34,3,2,NA,1,1757.06,2020-01-22T00:00:00Z,5871
>60 Months,Casual Shuttle Operator,N,0.83,1.67,2,1,NA,1,2344.31,2017-02-09T00:00:00Z,3914
>60 Months,Casual Shuttle Operator,N,1.15,1.15,1,1,NA,NA,1699.35,2019-03-27T00:00:00Z,1957
>60 Months,Casual Shuttle Operator,N,0,1.77,3,NA,NA,2,3314.48,NA,5871
>60 Months,Casual Shuttle Operator,N,0,1.26,1,NA,NA,1,1556.5,NA,1957
>60 Months,Casual Shuttle Operator,N,1.2,2.39,2,1,NA,1,1634.86,2017-12-16T00:00:00Z,3914
>60 Months,Casual Shuttle Operator,N,0,1.28,2,NA,NA,2,3047.26,NA,3914
>60 Months,Casual Shuttle Operator,N,0,0.97,2,NA,NA,2,4033.03,NA,3914
>60 Months,Casual Shuttle Operator,N,0,0.9,1,NA,NA,1,2184.92,NA,1957
>60 Months,Casual Shuttle Operator,N,0.74,2.21,3,1,NA,1,2659.27,2019-05-17T00:00:00Z,5871
>60 Months,Casual Shuttle Operator,N,0,1.46,2,NA,NA,2,2680.55,NA,3914
>60 Months,Casual Shuttle Operator,N,0.72,0.72,1,1,NA,NA,2706.98,2017-01-12T00:00:00Z,1957
>60 Months,Casual Shuttle Operator,N,0,0.89,2,NA,NA,2,4408.91,NA,3914
>18 & <60 Months,Casual Shuttle Operator,N,1.14,3.43,3,1,NA,1,1710.89,2018-01-22T00:00:00Z,5871
>18 & <60 Months,Casual Shuttle Operator,N,0,2.72,3,NA,NA,3,2159.55,NA,5871
>18 & <60 Months,Casual Shuttle Operator,N,0,0.66,1,NA,NA,1,2961.51,NA,1957
>18 & <60 Months,Casual Shuttle Operator,N,0,4.26,8,NA,1,5,3677.94,NA,15656
>18 & <60 Months,Casual Shuttle Operator,N,0,1.48,3,NA,NA,3,3979.59,NA,5871
>18 & <60 Months,Casual Shuttle Operator,N,0,1.05,1,NA,NA,1,1863.61,NA,1957
>18 & <60 Months,Casual Shuttle Operator,N,0.64,3.87,6,1,NA,4,3034.89,2017-07-28T00:00:00Z,11742
>18 & <60 Months,Casual Shuttle Operator,N,0,1.31,3,NA,NA,1,4474.06,NA,5871
>18 & <60 Months,Casual Shuttle Operator,N,0,1.11,1,NA,NA,NA,1767,NA,1957
>18 & <60 Months,Casual Shuttle Operator,N,0.62,0.62,1,1,NA,NA,3136.98,2017-02-03T00:00:00Z,1957
>18 & <60 Months,Casual Shuttle Operator,N,0,0.59,1,NA,NA,1,3294.04,NA,1957
>18 & <60 Months,Casual Shuttle Operator,N,0.94,0.94,1,1,NA,NA,2075.38,2018-12-14T00:00:00Z,1957
>18 & <60 Months,Casual Shuttle Operator,N,0,1.19,1,NA,1,NA,1648.01,NA,1957
>18 & <60 Months,Casual Shuttle Operator,N,0.6,0.6,1,1,NA,NA,3241.05,2017-01-09T00:00:00Z,1957
>18 & <60 Months,Casual Shuttle Operator,N,0,0.93,1,NA,NA,1,2112.08,NA,1957
>18 & <60 Months,Casual Shuttle Operator,N,0.65,1.96,3,1,NA,2,3001.66,2019-11-18T00:00:00Z,5871
>18 & <60 Months,Casual Shuttle Operator,N,0,1.12,1,NA,NA,1,1751.07,NA,1957
>18 & <60 Months,Casual Shuttle Operator,N,0.99,0.99,1,1,NA,NA,1973.23,2020-02-18T00:00:00Z,1957
>18 & <60 Months,Casual Shuttle Operator,N,1.94,4.84,5,2,NA,2,2019.79,2018-07-28T00:00:00Z,9785
>18 & <60 Months,Casual Shuttle Operator,N,0.96,1.93,2,1,NA,NA,2032.77,2018-06-22T00:00:00Z,3914
>18 & <60 Months,Casual Shuttle Operator,N,1.08,2.16,2,1,NA,NA,1810.01,2018-12-13T00:00:00Z,3914
>18 & <60 Months,Casual Shuttle Operator,N,0,1.69,1,NA,NA,NA,1155.54,NA,1957
>18 & <60 Months,Casual Shuttle Operator,N,1.71,1.71,1,1,NA,NA,1142.22,2018-12-15T00:00:00Z,1957
>18 & <60 Months,Casual Shuttle Operator,N,1.42,1.42,1,1,NA,NA,1379.5,2019-11-26T00:00:00Z,1957
>18 & <60 Months,Casual Shuttle Operator,Y,0,4.65,1,NA,NA,NA,421.23,NA,1957
>6 & 18 Months,Casual Shuttle Operator,Y,0,2.43,1,NA,NA,1,804.71,NA,1957
>6 & 18 Months,Casual Shuttle Operator,N,0,4.02,2,NA,NA,NA,974.79,NA,3914
>6 & 18 Months,Casual Shuttle Operator,N,1.61,1.61,1,1,NA,NA,1211.99,2020-01-09T00:00:00Z,1957
>6 & 18 Months,Casual Shuttle Operator,Y,0,2.79,1,NA,NA,1,701.7,NA,1957
>6 & 18 Months,Casual Shuttle Operator,Y,0,3.63,1,NA,NA,1,538.65,NA,1957
>6 & 18 Months,Casual Shuttle Operator,Y,0,5.9,2,NA,NA,2,663.12,NA,3914
>6 & 18 Months,Casual Shuttle Operator,N,0,1.92,1,NA,NA,NA,1018.19,NA,1957
>6 & 18 Months,Casual Shuttle Operator,Y,0,4.04,1,NA,NA,NA,484.33,NA,1957
>6 & 18 Months,Casual Shuttle Operator,Y,2.86,5.72,2,1,NA,1,684.41,2019-12-27T00:00:00Z,3914
>6 & 18 Months,Casual Shuttle Operator,Y,4.22,4.22,1,1,NA,NA,463.31,2019-07-22T00:00:00Z,1957
>6 & 18 Months,Casual Shuttle Operator,Y,0,4.17,1,NA,NA,NA,469.29,NA,1957
<6 Months,Casual Shuttle Operator,Y,5.18,10.37,2,1,NA,NA,377.56,2019-11-29T00:00:00Z,3914
>60 Months,BTC,N,0,2.32,8,NA,NA,6,6759.37,NA,15656
>60 Months,BTC,N,0,1.16,3,NA,NA,1,5075.97,NA,5871
>60 Months,BTC,N,1.56,3.5,9,4,NA,4,5026.6,2019-05-22T00:00:00Z,17613
>60 Months,BTC,N,0.37,0.74,2,1,NA,1,5275.52,2019-01-28T00:00:00Z,3914
>60 Months,BTC,N,0.37,0.73,2,1,1,NA,5352.1,2018-07-29T00:00:00Z,3914
>60 Months,BTC,N,0.37,1.49,4,1,NA,1,5242.54,2019-05-14T00:00:00Z,7828
>60 Months,BTC,N,0,3.68,9,NA,NA,8,4790.53,NA,17613
>60 Months,BTC,N,0.33,0.66,2,1,NA,1,5951.76,2017-08-20T00:00:00Z,3914
>60 Months,BTC,N,0.73,3.27,9,2,NA,5,5378.91,2018-08-03T00:00:00Z,17613
>60 Months,BTC,N,0.34,0.67,2,1,NA,1,5815.43,2019-11-21T00:00:00Z,3914
>60 Months,BTC,N,0.46,0.46,1,1,NA,NA,4235.2,2019-01-11T00:00:00Z,1957
>60 Months,BTC,N,0,0.43,1,NA,NA,1,4575.92,NA,1957
>60 Months,BTC,N,0,1.21,3,NA,NA,2,4836.97,NA,5871
>60 Months,BTC,N,0,0.47,1,NA,NA,1,4125.75,NA,1957
>60 Months,BTC,N,0,0.38,1,NA,NA,1,5133.87,NA,1957
>60 Months,BTC,N,1.09,4.9,9,2,1,5,3593.5,2019-07-02T00:00:00Z,17613
>60 Months,BTC,N,0,2,6,NA,NA,5,5870.48,NA,11742
>60 Months,BTC,N,1.02,2.3,9,4,NA,3,7654.59,2017-11-16T00:00:00Z,17613
>60 Months,BTC,N,0,1.85,5,NA,NA,4,5303.36,NA,9785
>60 Months,BTC,N,0.29,1.73,6,1,NA,5,6788.15,2017-03-07T00:00:00Z,11742
>60 Months,BTC,N,0.49,5.13,21,2,NA,15,8016.83,2017-08-22T00:00:00Z,41097
>60 Months,BTC,N,0.31,2.2,7,1,NA,4,6227.2,2018-10-30T00:00:00Z,13699
>60 Months,BTC,N,0.58,5.22,9,1,NA,4,3376.24,2018-09-14T00:00:00Z,17613
>60 Months,BTC,N,1.3,2.59,8,4,NA,4,6043.09,2019-10-24T00:00:00Z,15656
>60 Months,BTC,N,0.39,1.96,5,1,NA,2,4989.48,2017-10-05T00:00:00Z,9785
>60 Months,BTC,N,0.84,3.36,8,2,NA,6,4661.68,2020-01-18T00:00:00Z,15656
>60 Months,BTC,N,0.86,1.72,4,2,NA,1,4538.09,2017-08-08T00:00:00Z,7828
>60 Months,BTC,N,0,0.31,1,NA,NA,NA,6241.65,NA,1957
>60 Months,BTC,N,0.35,1.05,3,1,NA,1,5591.25,2019-12-16T00:00:00Z,5871
>60 Months,BTC,N,0.38,0.76,2,1,NA,1,5149.69,2018-10-04T00:00:00Z,3914
>60 Months,BTC,N,0,3.2,10,NA,NA,7,6111.09,NA,19570
>60 Months,BTC,N,0.47,0.95,2,1,NA,NA,4126.6,2019-05-20T00:00:00Z,3914
>60 Months,BTC,N,0.54,1.9,7,2,NA,2,7227.99,2019-09-25T00:00:00Z,13699
>60 Months,BTC,N,0.62,0.62,2,2,NA,NA,6336.38,2019-04-23T00:00:00Z,3914
>60 Months,BTC,N,0.49,0.98,2,1,NA,1,3992.19,2017-09-19T00:00:00Z,3914
>60 Months,BTC,N,1.06,2.12,6,3,NA,3,5534.7,2019-04-24T00:00:00Z,11742
>60 Months,BTC,N,0,0.83,2,NA,NA,2,4702.59,NA,3914
>60 Months,BTC,N,0.37,1.12,3,1,NA,2,5225.62,2018-12-11T00:00:00Z,5871
>60 Months,BTC,N,1.98,2.37,6,5,NA,1,4948.72,2019-09-13T00:00:00Z,11742
>60 Months,BTC,N,0,1.12,3,NA,NA,2,5235.85,NA,5871
>60 Months,BTC,N,0.35,1.75,5,1,NA,2,5578.8,2017-09-05T00:00:00Z,9785
>60 Months,BTC,N,1.08,1.52,7,5,NA,1,9035.38,2020-02-02T00:00:00Z,13699
>60 Months,BTC,N,0,1.41,3,NA,NA,2,4154.53,NA,5871
>60 Months,BTC,N,0,0.72,2,NA,NA,1,5432.31,NA,3914
>60 Months,BTC,N,0,1.49,3,NA,NA,2,3948.67,NA,5871
>60 Months,BTC,N,0,1.22,4,NA,NA,2,6402.08,NA,7828
>60 Months,BTC,N,0,2.2,6,NA,NA,5,5326.44,NA,11742
>60 Months,BTC,N,0,0.75,2,NA,NA,2,5228.85,NA,3914
>60 Months,BTC,N,0.31,2.48,8,1,NA,5,6325.37,2019-09-07T00:00:00Z,15656
>60 Months,BTC,N,2.32,4.65,14,7,NA,6,5896.97,2019-11-08T00:00:00Z,27398
>60 Months,BTC,N,0.28,0.57,2,1,NA,1,6926.29,2017-09-08T00:00:00Z,3914
>60 Months,BTC,N,0.68,1.35,4,2,NA,1,5786.72,2018-11-26T00:00:00Z,7828
